timestamp,vibration_mm_s,temperature_c,status
2026-06-30 09:00:00,2.368,45.1,ok
2026-06-30 09:00:01,2.714,45.0,ok
2026-06-30 09:00:02,2.753,45.3,ok
2026-06-30 09:00:03,2.296,45.2,ok
2026-06-30 09:00:04,2.382,44.7,ok
2026-06-30 09:00:05,2.64,45.1,ok
2026-06-30 09:00:06,2.837,45.4,ok
2026-06-30 09:00:07,2.544,45.4,ok
2026-06-30 09:00:08,2.514,45.2,ok
2026-06-30 09:00:09,2.39,45.3,ok
2026-06-30 09:00:10,2.643,45.1,ok
2026-06-30 09:00:11,2.272,45.0,ok
2026-06-30 09:00:12,2.223,45.1,ok
2026-06-30 09:00:13,2.779,45.1,ok
2026-06-30 09:00:14,2.537,44.9,ok
2026-06-30 09:00:15,2.515,45.2,ok
2026-06-30 09:00:16,2.042,45.2,ok
2026-06-30 09:00:17,2.645,45.2,ok
2026-06-30 09:00:18,2.349,44.9,ok
2026-06-30 09:00:19,2.65,45.0,ok
2026-06-30 09:00:20,1.925,44.8,ok
2026-06-30 09:00:21,2.479,45.1,ok
2026-06-30 09:00:22,2.37,45.2,ok
2026-06-30 09:00:23,2.875,45.1,ok
2026-06-30 09:00:24,2.338,45.4,ok
2026-06-30 09:00:25,2.577,44.9,ok
2026-06-30 09:00:26,2.363,45.1,ok
2026-06-30 09:00:27,2.407,45.2,ok
2026-06-30 09:00:28,2.498,45.2,ok
2026-06-30 09:00:29,2.701,45.0,ok
2026-06-30 09:00:30,2.654,45.4,ok
2026-06-30 09:00:31,2.445,45.3,ok
2026-06-30 09:00:32,2.334,45.2,ok
2026-06-30 09:00:33,2.475,45.1,ok
2026-06-30 09:00:34,2.916,45.2,ok
2026-06-30 09:00:35,1.996,45.2,ok
2026-06-30 09:00:36,2.548,45.1,ok
2026-06-30 09:00:37,2.528,45.1,ok
2026-06-30 09:00:38,2.526,45.1,ok
2026-06-30 09:00:39,2.003,45.1,ok
2026-06-30 09:00:40,2.223,45.3,ok
2026-06-30 09:00:41,2.492,45.1,ok
2026-06-30 09:00:42,2.883,45.4,ok
2026-06-30 09:00:43,2.37,45.2,ok
2026-06-30 09:00:44,2.589,45.2,ok
2026-06-30 09:00:45,2.3,45.2,ok
2026-06-30 09:00:46,2.464,45.2,ok
2026-06-30 09:00:47,2.598,45.2,ok
2026-06-30 09:00:48,2.142,45.2,ok
2026-06-30 09:00:49,2.634,45.4,ok
2026-06-30 09:00:50,2.181,44.9,ok
2026-06-30 09:00:51,2.758,45.0,ok
2026-06-30 09:00:52,2.749,44.9,ok
2026-06-30 09:00:53,2.658,45.2,ok
2026-06-30 09:00:54,2.624,45.2,ok
2026-06-30 09:00:55,2.279,45.5,ok
2026-06-30 09:00:56,2.457,45.2,ok
2026-06-30 09:00:57,2.24,45.1,ok
2026-06-30 09:00:58,2.19,45.4,ok
2026-06-30 09:00:59,2.106,45.2,ok
2026-06-30 09:01:00,2.376,45.6,ok
2026-06-30 09:01:01,2.606,45.3,ok
2026-06-30 09:01:02,2.624,45.4,ok
2026-06-30 09:01:03,2.573,45.2,ok
2026-06-30 09:01:04,2.142,45.4,ok
2026-06-30 09:01:05,2.716,45.0,ok
2026-06-30 09:01:06,2.268,45.1,ok
2026-06-30 09:01:07,2.642,45.2,ok
2026-06-30 09:01:08,2.154,45.1,ok
2026-06-30 09:01:09,2.864,45.4,ok
2026-06-30 09:01:10,2.792,45.2,ok
2026-06-30 09:01:11,2.52,45.5,ok
2026-06-30 09:01:12,2.198,45.5,ok
2026-06-30 09:01:13,2.956,45.2,ok
2026-06-30 09:01:14,2.963,45.3,ok
2026-06-30 09:01:15,2.424,45.5,ok
2026-06-30 09:01:16,2.295,45.3,ok
2026-06-30 09:01:17,2.083,45.1,ok
2026-06-30 09:01:18,2.078,45.3,ok
2026-06-30 09:01:19,2.1,45.6,ok
2026-06-30 09:01:20,2.785,45.2,ok
2026-06-30 09:01:21,2.477,45.4,ok
2026-06-30 09:01:22,2.747,45.3,ok
2026-06-30 09:01:23,2.149,46.0,ok
2026-06-30 09:01:24,2.139,45.4,ok
2026-06-30 09:01:25,2.404,45.2,ok
2026-06-30 09:01:26,2.443,45.6,ok
2026-06-30 09:01:27,2.841,45.3,ok
2026-06-30 09:01:28,2.064,45.2,ok
2026-06-30 09:01:29,2.866,45.3,ok
2026-06-30 09:01:30,2.644,45.5,ok
2026-06-30 09:01:31,2.329,45.2,ok
2026-06-30 09:01:32,2.324,45.4,ok
2026-06-30 09:01:33,2.559,45.6,ok
2026-06-30 09:01:34,2.759,45.2,ok
2026-06-30 09:01:35,2.132,45.3,ok
2026-06-30 09:01:36,2.631,45.3,ok
2026-06-30 09:01:37,2.516,45.4,ok
2026-06-30 09:01:38,2.462,45.5,ok
2026-06-30 09:01:39,2.437,45.5,ok
2026-06-30 09:01:40,2.073,45.1,ok
2026-06-30 09:01:41,1.875,45.5,ok
2026-06-30 09:01:42,2.482,45.3,ok
2026-06-30 09:01:43,2.716,45.4,ok
2026-06-30 09:01:44,2.273,45.7,ok
2026-06-30 09:01:45,2.703,45.5,ok
2026-06-30 09:01:46,2.244,45.4,ok
2026-06-30 09:01:47,1.649,45.4,ok
2026-06-30 09:01:48,2.373,45.5,ok
2026-06-30 09:01:49,2.229,45.4,ok
2026-06-30 09:01:50,2.829,45.2,ok
2026-06-30 09:01:51,2.556,45.5,ok
2026-06-30 09:01:52,2.556,45.1,ok
2026-06-30 09:01:53,2.812,45.7,ok
2026-06-30 09:01:54,2.562,45.5,ok
2026-06-30 09:01:55,2.885,45.5,ok
2026-06-30 09:01:56,2.486,45.5,ok
2026-06-30 09:01:57,2.652,45.5,ok
2026-06-30 09:01:58,2.257,45.4,ok
2026-06-30 09:01:59,2.239,45.5,ok
2026-06-30 09:02:00,2.803,45.3,ok
2026-06-30 09:02:01,2.725,45.5,ok
2026-06-30 09:02:02,2.314,45.5,ok
2026-06-30 09:02:03,2.584,45.8,ok
2026-06-30 09:02:04,2.218,45.5,ok
2026-06-30 09:02:05,2.586,45.6,ok
2026-06-30 09:02:06,2.7,45.7,ok
2026-06-30 09:02:07,2.47,45.5,ok
2026-06-30 09:02:08,2.332,45.8,ok
2026-06-30 09:02:09,2.568,45.6,ok
2026-06-30 09:02:10,2.284,45.6,ok
2026-06-30 09:02:11,2.785,45.6,ok
2026-06-30 09:02:12,2.708,45.6,ok
2026-06-30 09:02:13,2.382,45.7,ok
2026-06-30 09:02:14,1.93,45.5,ok
2026-06-30 09:02:15,2.463,45.6,ok
2026-06-30 09:02:16,2.984,45.8,ok
2026-06-30 09:02:17,2.769,46.0,ok
2026-06-30 09:02:18,2.482,45.9,ok
2026-06-30 09:02:19,2.454,45.7,ok
2026-06-30 09:02:20,2.134,45.8,ok
2026-06-30 09:02:21,2.719,45.6,ok
2026-06-30 09:02:22,2.471,45.7,ok
2026-06-30 09:02:23,2.506,45.4,ok
2026-06-30 09:02:24,2.384,45.5,ok
2026-06-30 09:02:25,2.587,45.6,ok
2026-06-30 09:02:26,2.645,45.9,ok
2026-06-30 09:02:27,2.258,45.4,ok
2026-06-30 09:02:28,2.283,45.4,ok
2026-06-30 09:02:29,2.453,45.6,ok
2026-06-30 09:02:30,2.01,45.7,ok
2026-06-30 09:02:31,2.561,45.7,ok
2026-06-30 09:02:32,2.887,45.6,ok
2026-06-30 09:02:33,2.907,45.7,ok
2026-06-30 09:02:34,2.828,45.6,ok
2026-06-30 09:02:35,2.603,45.4,ok
2026-06-30 09:02:36,2.872,45.4,ok
2026-06-30 09:02:37,2.4,45.7,ok
2026-06-30 09:02:38,2.399,45.7,ok
2026-06-30 09:02:39,2.305,45.7,ok
2026-06-30 09:02:40,2.534,45.6,ok
2026-06-30 09:02:41,2.506,45.1,ok
2026-06-30 09:02:42,2.573,45.7,ok
2026-06-30 09:02:43,2.215,45.7,ok
2026-06-30 09:02:44,2.646,45.8,ok
2026-06-30 09:02:45,2.522,45.5,ok
2026-06-30 09:02:46,2.703,45.6,ok
2026-06-30 09:02:47,2.255,46.0,ok
2026-06-30 09:02:48,2.38,45.7,ok
2026-06-30 09:02:49,2.18,45.9,ok
2026-06-30 09:02:50,2.641,45.7,ok
2026-06-30 09:02:51,2.458,45.6,ok
2026-06-30 09:02:52,2.791,45.9,ok
2026-06-30 09:02:53,2.615,45.3,ok
2026-06-30 09:02:54,2.619,45.6,ok
2026-06-30 09:02:55,2.78,45.7,ok
2026-06-30 09:02:56,2.509,45.7,ok
2026-06-30 09:02:57,2.126,45.8,ok
2026-06-30 09:02:58,2.189,45.6,ok
2026-06-30 09:02:59,2.462,45.6,ok
2026-06-30 09:03:00,2.41,45.8,ok
2026-06-30 09:03:01,2.595,45.7,ok
2026-06-30 09:03:02,2.479,45.9,ok
2026-06-30 09:03:03,2.75,45.9,ok
2026-06-30 09:03:04,2.545,45.6,ok
2026-06-30 09:03:05,2.838,45.9,ok
2026-06-30 09:03:06,2.672,45.9,ok
2026-06-30 09:03:07,2.674,45.7,ok
2026-06-30 09:03:08,2.707,46.0,ok
2026-06-30 09:03:09,2.808,45.7,ok
2026-06-30 09:03:10,2.453,45.9,ok
2026-06-30 09:03:11,2.385,45.8,ok
2026-06-30 09:03:12,2.587,45.8,ok
2026-06-30 09:03:13,2.21,45.7,ok
2026-06-30 09:03:14,2.569,45.3,ok
2026-06-30 09:03:15,2.507,45.6,ok
2026-06-30 09:03:16,2.564,45.6,ok
2026-06-30 09:03:17,2.672,45.6,ok
2026-06-30 09:03:18,2.305,45.6,ok
2026-06-30 09:03:19,2.453,46.0,ok
2026-06-30 09:03:20,2.729,46.0,ok
2026-06-30 09:03:21,2.37,45.5,ok
2026-06-30 09:03:22,2.791,45.8,ok
2026-06-30 09:03:23,2.515,45.7,ok
2026-06-30 09:03:24,2.532,46.0,ok
2026-06-30 09:03:25,2.505,45.7,ok
2026-06-30 09:03:26,2.883,45.8,ok
2026-06-30 09:03:27,2.447,45.6,ok
2026-06-30 09:03:28,2.236,45.9,ok
2026-06-30 09:03:29,2.341,45.6,ok
2026-06-30 09:03:30,2.262,45.8,ok
2026-06-30 09:03:31,2.687,45.9,ok
2026-06-30 09:03:32,2.679,45.6,ok
2026-06-30 09:03:33,2.478,45.9,ok
2026-06-30 09:03:34,2.735,45.9,ok
2026-06-30 09:03:35,2.332,45.8,ok
2026-06-30 09:03:36,2.417,45.9,ok
2026-06-30 09:03:37,2.486,45.8,ok
2026-06-30 09:03:38,2.424,45.9,ok
2026-06-30 09:03:39,2.333,45.8,ok
2026-06-30 09:03:40,2.457,45.9,ok
2026-06-30 09:03:41,2.574,45.8,ok
2026-06-30 09:03:42,2.452,46.0,ok
2026-06-30 09:03:43,2.726,46.0,ok
2026-06-30 09:03:44,2.112,46.0,ok
2026-06-30 09:03:45,2.526,46.0,ok
2026-06-30 09:03:46,2.6,45.8,ok
2026-06-30 09:03:47,2.69,46.0,ok
2026-06-30 09:03:48,2.413,46.0,ok
2026-06-30 09:03:49,2.492,45.8,ok
2026-06-30 09:03:50,2.575,45.9,ok
2026-06-30 09:03:51,2.181,45.9,ok
2026-06-30 09:03:52,2.409,45.9,ok
2026-06-30 09:03:53,2.543,45.8,ok
2026-06-30 09:03:54,2.149,45.8,ok
2026-06-30 09:03:55,2.788,45.8,ok
2026-06-30 09:03:56,1.999,45.8,ok
2026-06-30 09:03:57,2.029,45.9,ok
2026-06-30 09:03:58,2.534,45.6,ok
2026-06-30 09:03:59,2.396,45.8,ok
2026-06-30 09:04:00,2.708,45.9,ok
2026-06-30 09:04:01,2.196,46.0,ok
2026-06-30 09:04:02,2.557,46.0,ok
2026-06-30 09:04:03,2.547,45.8,ok
2026-06-30 09:04:04,2.283,46.0,ok
2026-06-30 09:04:05,2.539,45.8,ok
2026-06-30 09:04:06,2.32,45.8,ok
2026-06-30 09:04:07,2.938,46.1,ok
2026-06-30 09:04:08,2.974,46.0,ok
2026-06-30 09:04:09,2.107,45.6,ok
2026-06-30 09:04:10,2.633,45.9,ok
2026-06-30 09:04:11,2.763,45.9,ok
2026-06-30 09:04:12,2.44,45.6,ok
2026-06-30 09:04:13,2.455,46.0,ok
2026-06-30 09:04:14,2.692,45.8,ok
2026-06-30 09:04:15,2.003,45.9,ok
2026-06-30 09:04:16,2.805,46.0,ok
2026-06-30 09:04:17,2.666,45.9,ok
2026-06-30 09:04:18,2.621,46.3,ok
2026-06-30 09:04:19,2.448,46.0,ok
2026-06-30 09:04:20,2.294,45.8,ok
2026-06-30 09:04:21,2.562,45.9,ok
2026-06-30 09:04:22,2.324,45.9,ok
2026-06-30 09:04:23,2.293,45.8,ok
2026-06-30 09:04:24,2.607,46.0,ok
2026-06-30 09:04:25,2.126,46.1,ok
2026-06-30 09:04:26,2.607,46.0,ok
2026-06-30 09:04:27,2.017,46.1,ok
2026-06-30 09:04:28,2.568,46.0,ok
2026-06-30 09:04:29,2.26,46.0,ok
2026-06-30 09:04:30,2.684,46.0,ok
2026-06-30 09:04:31,2.745,45.9,ok
2026-06-30 09:04:32,2.772,45.9,ok
2026-06-30 09:04:33,2.441,46.1,ok
2026-06-30 09:04:34,2.61,45.9,ok
2026-06-30 09:04:35,2.313,46.1,ok
2026-06-30 09:04:36,2.874,46.0,ok
2026-06-30 09:04:37,2.243,45.9,ok
2026-06-30 09:04:38,2.766,45.8,ok
2026-06-30 09:04:39,2.46,46.1,ok
2026-06-30 09:04:40,2.448,45.9,ok
2026-06-30 09:04:41,2.105,45.9,ok
2026-06-30 09:04:42,3.183,46.1,ok
2026-06-30 09:04:43,2.523,46.0,ok
2026-06-30 09:04:44,2.452,46.1,ok
2026-06-30 09:04:45,2.519,46.2,ok
2026-06-30 09:04:46,2.303,45.8,ok
2026-06-30 09:04:47,2.663,46.0,ok
2026-06-30 09:04:48,2.385,46.2,ok
2026-06-30 09:04:49,2.743,46.0,ok
2026-06-30 09:04:50,2.48,46.4,ok
2026-06-30 09:04:51,1.898,46.1,ok
2026-06-30 09:04:52,3.082,46.1,ok
2026-06-30 09:04:53,2.446,46.0,ok
2026-06-30 09:04:54,2.3,45.9,ok
2026-06-30 09:04:55,2.306,45.8,ok
2026-06-30 09:04:56,2.442,45.9,ok
2026-06-30 09:04:57,2.426,46.0,ok
2026-06-30 09:04:58,2.307,46.0,ok
2026-06-30 09:04:59,2.804,46.1,ok
2026-06-30 09:05:00,2.136,46.0,ok
2026-06-30 09:05:01,2.521,46.0,ok
2026-06-30 09:05:02,2.254,46.1,ok
2026-06-30 09:05:03,2.075,46.0,ok
2026-06-30 09:05:04,2.232,46.0,ok
2026-06-30 09:05:05,2.052,45.8,ok
2026-06-30 09:05:06,2.753,46.0,ok
2026-06-30 09:05:07,2.524,46.0,ok
2026-06-30 09:05:08,2.914,46.4,ok
2026-06-30 09:05:09,2.544,46.0,ok
2026-06-30 09:05:10,2.872,46.2,ok
2026-06-30 09:05:11,2.376,46.0,ok
2026-06-30 09:05:12,2.56,45.9,ok
2026-06-30 09:05:13,2.805,46.0,ok
2026-06-30 09:05:14,2.684,46.1,ok
2026-06-30 09:05:15,2.806,46.0,ok
2026-06-30 09:05:16,2.196,46.1,ok
2026-06-30 09:05:17,2.442,46.1,ok
2026-06-30 09:05:18,2.298,46.2,ok
2026-06-30 09:05:19,2.402,45.9,ok
2026-06-30 09:05:20,2.524,46.0,ok
2026-06-30 09:05:21,2.329,46.1,ok
2026-06-30 09:05:22,2.339,46.1,ok
2026-06-30 09:05:23,2.609,46.1,ok
2026-06-30 09:05:24,2.365,46.3,ok
2026-06-30 09:05:25,2.504,45.9,ok
2026-06-30 09:05:26,2.842,46.3,ok
2026-06-30 09:05:27,2.294,46.1,ok
2026-06-30 09:05:28,2.171,46.0,ok
2026-06-30 09:05:29,2.168,46.3,ok
2026-06-30 09:05:30,2.271,46.2,ok
2026-06-30 09:05:31,2.457,46.0,ok
2026-06-30 09:05:32,2.425,46.4,ok
2026-06-30 09:05:33,2.473,46.2,ok
2026-06-30 09:05:34,2.307,46.0,ok
2026-06-30 09:05:35,2.757,46.1,ok
2026-06-30 09:05:36,2.144,46.0,ok
2026-06-30 09:05:37,2.35,46.3,ok
2026-06-30 09:05:38,2.802,46.0,ok
2026-06-30 09:05:39,2.685,46.3,ok
2026-06-30 09:05:40,2.568,46.1,ok
2026-06-30 09:05:41,2.802,46.0,ok
2026-06-30 09:05:42,2.439,46.3,ok
2026-06-30 09:05:43,2.692,46.0,ok
